Stream,SAMPLE_ID,Sex,yob,Sma_12672_92,Sma_12672_92.1,Sma_4459_211,Sma_4459_211.1,Sma_1394_246,Sma_1394_246.1,Sma_5552_77,Sma_5552_77.1,Sma_1149_70,Sma_1149_70.1,Sma_1617_252,Sma_1617_252.1,Sma_2385_78,Sma_2385_78.1,Sma_3658_135,Sma_3658_135.1,Sma_5624_54,Sma_5624_54.1,Sma_656_161,Sma_656_161.1,Sma_5089_190,Sma_5089_190.1,Sma_14763,Sma_14763.1,Sma_1374_188,Sma_1374_188.1,Sma_4673_129,Sma_4673_129.1,Sma_2360_65,Sma_2360_65.1,Sma_6973_164,Sma_6973_164.1,Sma_1437_197,Sma_1437_197.1,Sma_1764_160,Sma_1764_160.1,Sma_2404_207,Sma_2404_207.1,Sma_3733_112,Sma_3733_112.1,Sma_5672_241,Sma_5672_241.1,Sma_751_283,Sma_751_283.1,Sma_6487_151,Sma_6487_151.1,Sma_14995_1,Sma_14995_1.1,Sma_1381_307,Sma_1381_307.1,Sma_5234_245,Sma_5234_245.1,Sma_2939_115,Sma_2939_115.1,Sma_962_98,Sma_962_98.1,Sma_1483_79,Sma_1483_79.1,Sma_1871_208,Sma_1871_208.1,Sma_2537_280,Sma_2537_280.1,Sma_4067_61,Sma_4067_61.1,Sma_5969_231,Sma_5969_231.1,Sma_976_124,Sma_976_124.1,Sma_6950_139,Sma_6950_139.1,Sma_15617,Sma_15617.1,Sma_17455,Sma_17455.1,Sma_5551_58,Sma_5551_58.1,Sma_301_178,Sma_301_178.1,Sma_1322_226,Sma_1322_226.1,Sma_1491_242,Sma_1491_242.1,Sma_1935_104,Sma_1935_104.1,Sma_2714_211,Sma_2714_211.1,Sma_4113_67,Sma_4113_67.1,Sma_6027_57,Sma_6027_57.1,Sma_3411_97,Sma_3411_97.1,Sma_7137_282,Sma_7137_282.1,Sma_17797,Sma_17797.1,Sma_1609_286,Sma_1609_286.1,Sma_5729_164,Sma_5729_164.1,Sma_3137_68,Sma_3137_68.1,Sma_2446_201,Sma_2446_201.1,Sma_1494_68,Sma_1494_68.1,Sma_2057_287,Sma_2057_287.1,Sma_2732_261,Sma_2732_261.1,Sma_4141_277,Sma_4141_277.1,Sma_6167_120,Sma_6167_120.1,Sma_3550_195,Sma_3550_195.1,Sma_19492_283,Sma_19492_283.1,Sma_28933,Sma_28933.1,Sma_2188_52,Sma_2188_52.1,Sma_5884_91,Sma_5884_91.1,Sma_3705_263,Sma_3705_263.1,Sma_4984_99,Sma_4984_99.1,Sma_1497_145,Sma_1497_145.1,Sma_2188_101,Sma_2188_101.1,Sma_2975_229,Sma_2975_229.1,Sma_420_126,Sma_420_126.1,Sma_618_218,Sma_618_218.1,Sma_3831_179,Sma_3831_179.1,Sma_229_218,Sma_229_218.1,Sma_6438,Sma_6438.1,Sma_237_259,Sma_237_259.1,Sma_7827_55,Sma_7827_55.1,Sma_3989_130,Sma_3989_130.1,Sma_5152_162,Sma_5152_162.1,Sma_1588_78,Sma_1588_78.1,Sma_2205_155,Sma_2205_155.1,Sma_3043_84,Sma_3043_84.1,Sma_4997_254,Sma_4997_254.1,Sma_6213_113,Sma_6213_113.1,Sma_4405_72,Sma_4405_72.1,Sma_3859_246,Sma_3859_246.1,Sma_6972,Sma_6972.1,Sma_2740_215,Sma_2740_215.1,Sma_9797_57,Sma_9797_57.1,Sma_4307_119,Sma_4307_119.1,Sma_8318_278,Sma_8318_278.1,Sma_16_166,Sma_16_166.1,Sma_2280_182,Sma_2280_182.1,Sma_3435_96,Sma_3435_96.1,Sma_5401_95,Sma_5401_95.1,Sma_6331_214,Sma_6331_214.1,Sma_492_213,Sma_492_213.1,Sma_9185_79,Sma_9185_79.1,Sma_8722,Sma_8722.1,SAMPLE_COMMENTS
Zadla ,12183,Male,2005,4,4,1,3,1,1,3,3,2,4,2,2,4,4,2,1,3,3,4,1,1,1,3,3,2,4,1,2,2,4,1,4,3,3,3,3,1,1,4,4,2,4,1,1,1,2,4,4,1,1,1,3,2,1,4,4,1,3,2,3,3,4,3,1,2,4,2,2,1,1,3,3,4,4,2,2,1,1,3,3,1,1,4,2,1,3,4,4,3,1,1,1,3,3,4,4,1,1,3,4,4,4,4,4,1,1,1,4,1,1,3,3,1,3,4,1,3,3,3,3,3,3,3,3,1,3,1,1,3,1,4,4,4,3,2,4,2,1,4,4,1,2,4,4,2,2,2,4,3,3,3,1,2,4,1,1,4,4,2,1,2,4,1,1,3,4,3,3,1,3,1,1,3,4,4,4,2,4,4,4,2,4,2,4,4,4,2,3,1,1,3,1,Zadlascica
Zadla ,12184,Male,1999,4,4,3,3,1,1,3,3,2,2,2,4,3,3,1,1,1,1,4,1,1,4,3,3,2,4,2,2,2,4,1,4,4,3,4,4,2,1,2,4,2,4,3,1,1,2,4,4,1,1,1,3,2,1,2,4,1,3,2,2,3,4,1,1,4,4,2,2,1,1,1,1,4,4,2,1,4,4,4,3,1,1,2,2,1,3,4,2,3,1,4,4,3,3,4,4,2,1,4,4,2,4,4,4,1,3,4,4,1,1,3,3,1,3,4,4,3,1,3,3,3,3,4,3,1,1,4,1,3,1,4,4,3,3,4,4,2,1,4,4,1,2,4,4,2,4,2,2,3,2,3,1,2,4,4,4,4,4,2,1,2,2,2,1,3,3,3,3,3,3,1,1,3,3,4,4,2,4,4,4,2,2,2,4,3,3,2,3,1,1,1,1,Zadlascica
Zadla ,12185,Female,1999,4,4,1,1,2,2,3,3,2,4,4,4,4,4,2,2,1,1,1,1,1,1,3,1,2,2,1,2,2,4,1,4,3,3,4,4,1,1,4,4,2,2,3,1,2,2,4,4,1,1,1,1,2,2,2,4,3,3,2,2,4,4,3,1,2,2,2,2,1,2,3,3,4,4,2,1,1,4,4,3,1,1,4,4,1,3,4,2,3,1,4,1,3,3,4,4,2,1,3,3,2,4,4,4,1,1,1,4,1,1,2,3,1,3,1,1,3,1,4,3,3,4,3,3,1,1,4,1,3,3,4,4,3,3,2,2,1,1,4,4,1,1,1,4,2,4,2,2,3,3,3,3,2,2,4,1,4,4,2,1,2,4,2,1,3,3,4,3,1,3,1,2,3,3,4,4,2,2,2,4,2,4,4,4,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12186,Female,2005,4,4,1,3,1,2,3,3,2,4,2,4,4,4,2,1,1,3,4,4,1,4,3,1,2,2,2,2,2,4,1,1,3,3,3,3,1,1,4,4,2,4,1,1,2,2,4,4,1,1,1,1,2,2,2,2,3,3,2,3,4,4,1,1,2,4,1,2,1,1,1,3,3,4,2,1,1,1,3,3,1,1,4,2,1,3,4,4,3,1,1,1,3,3,3,4,1,1,3,3,4,4,4,4,1,1,1,4,1,1,3,3,1,3,4,4,3,3,3,3,3,3,4,3,1,1,1,1,3,3,4,4,3,3,2,4,1,1,4,4,1,1,1,4,4,4,2,4,3,3,3,3,2,2,1,1,4,2,1,1,2,4,1,1,3,3,3,3,3,3,1,2,3,3,4,1,2,4,2,4,2,2,2,4,3,4,2,3,1,1,3,3,Zadlascica
Zadla ,12187,Male,?,4,4,3,3,1,1,3,4,2,2,2,2,4,3,1,1,1,1,4,1,1,4,3,1,2,4,2,2,2,2,1,4,4,3,3,4,1,1,2,4,2,4,3,3,1,1,4,4,1,1,1,3,2,1,2,2,3,3,2,2,3,4,1,1,2,4,2,2,1,1,1,3,4,4,2,2,4,4,4,3,1,1,4,2,1,3,2,2,3,1,4,1,3,3,4,4,2,1,3,4,2,2,4,4,1,1,1,4,3,1,3,3,1,3,4,4,3,1,3,3,3,4,3,3,1,1,4,1,3,1,4,4,3,3,2,4,1,1,4,4,1,1,4,4,4,4,2,2,3,3,3,1,2,4,4,4,4,4,2,2,2,2,1,1,3,3,3,3,1,3,1,2,3,4,4,4,2,4,2,4,2,2,2,2,3,3,2,3,1,1,1,1,Zadlascica
Zadla ,12188,Female,2000,2,4,3,3,1,2,3,4,2,4,2,4,3,3,2,2,1,1,4,1,1,1,1,1,4,4,2,2,4,4,1,1,3,3,4,4,1,1,4,4,2,4,3,1,2,2,4,4,1,1,1,3,2,1,4,4,1,3,2,2,4,4,3,1,4,4,2,2,1,2,1,1,4,4,1,1,1,4,3,3,1,1,4,4,1,3,2,2,3,1,4,4,3,3,3,4,1,1,3,3,4,4,4,4,1,1,4,4,1,1,2,3,1,3,4,4,3,3,3,3,3,4,3,3,1,3,1,1,3,3,4,3,3,3,2,4,1,1,4,4,1,1,1,4,2,2,2,2,3,2,3,3,2,2,4,1,4,4,2,1,4,4,2,1,3,3,4,3,1,3,2,2,3,3,4,4,4,4,2,2,2,2,2,2,3,3,2,2,1,1,3,3,Zadlascica
Zadla ,12189,Male,2005,4,4,3,3,1,1,3,4,2,2,2,2,4,4,1,1,1,1,1,1,1,4,1,1,2,4,2,2,2,2,1,1,3,3,3,3,1,1,2,4,2,4,3,3,1,1,4,4,1,1,1,3,2,1,2,2,1,3,2,2,3,4,3,1,4,4,2,2,1,1,1,3,4,4,2,2,4,4,3,3,1,1,4,2,1,3,4,2,3,3,4,1,3,3,4,4,1,1,3,3,2,2,4,4,1,3,1,4,3,3,3,3,1,3,4,4,3,3,3,3,3,4,3,3,1,1,1,1,3,1,4,4,3,3,2,4,1,1,4,4,1,1,1,4,4,4,2,4,3,3,3,1,2,2,4,4,4,4,2,2,2,2,1,1,3,3,3,3,3,3,2,2,3,4,4,4,2,2,2,2,2,4,2,2,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12192,Female,2004,2,4,3,3,1,2,3,3,2,4,2,2,4,3,2,1,1,1,1,1,1,4,3,1,2,4,2,2,2,2,1,4,4,3,3,4,2,1,4,4,2,4,3,3,1,2,4,4,1,1,1,1,1,1,2,2,3,3,2,3,3,4,1,1,2,2,2,2,1,1,1,3,3,4,2,1,4,4,4,4,1,1,4,4,3,3,4,2,3,1,4,1,3,3,4,4,2,2,4,4,2,2,4,2,1,1,1,4,3,3,3,3,3,3,4,4,3,1,3,3,3,4,3,3,1,3,4,4,3,3,4,3,3,3,4,4,2,1,4,4,1,2,4,4,4,4,2,2,3,3,3,1,4,4,4,1,4,4,2,2,2,4,2,1,3,3,4,3,3,3,1,2,3,4,4,4,2,4,2,4,2,2,2,2,3,3,2,2,1,4,1,1,Zadlascica
Zadla ,12193,Female,2002,4,4,3,3,1,2,3,4,2,4,2,2,4,4,2,1,1,1,4,4,1,1,1,1,2,4,1,2,2,2,1,4,3,3,3,4,1,1,4,4,2,2,3,3,1,1,4,4,1,3,1,1,2,2,4,4,3,3,2,2,3,4,1,1,2,4,2,2,1,2,1,1,3,4,2,1,4,4,4,3,1,1,4,2,1,3,4,4,1,1,4,1,3,1,4,4,2,1,3,4,4,4,4,4,1,1,4,4,3,1,3,3,1,3,4,4,3,1,3,3,3,4,3,3,1,1,4,1,3,3,4,3,4,3,2,4,1,1,4,4,1,1,1,1,2,2,2,4,3,3,3,3,2,2,4,1,4,4,2,2,2,2,2,1,3,4,3,3,1,3,2,2,3,3,4,4,4,4,2,2,2,4,2,2,3,3,2,2,1,1,1,1,Zadlascica
Zadla ,12194,Male,2000,2,4,1,3,1,1,3,4,2,4,2,2,4,3,2,1,1,1,4,1,1,4,1,1,4,4,2,2,2,2,1,4,4,3,4,4,1,1,4,4,2,2,3,3,1,2,4,4,1,3,1,1,2,1,2,4,3,3,2,2,3,4,3,1,2,4,1,2,1,1,1,3,4,4,2,2,4,4,4,3,1,2,4,4,3,3,4,2,3,3,4,1,3,1,3,4,2,1,3,4,2,2,4,4,1,3,1,4,3,1,2,3,3,3,4,4,3,1,3,3,3,4,3,3,1,1,4,1,3,1,4,3,3,3,2,4,1,1,4,4,1,1,1,4,2,4,2,2,3,3,3,1,2,4,4,1,4,4,2,2,2,4,2,1,3,3,3,3,1,1,2,2,3,4,4,4,4,4,2,2,2,2,2,4,3,4,2,2,1,1,1,1,Zadlascica
Zadla ,12195,Male,1999,2,4,3,3,1,1,3,4,2,4,2,2,4,3,2,1,1,3,1,1,1,4,3,1,2,2,2,2,2,4,1,1,4,3,3,4,2,2,4,4,2,4,3,1,2,2,4,4,1,3,1,1,2,2,2,2,3,3,2,3,4,4,1,1,2,4,2,2,1,1,1,1,4,4,2,1,4,4,3,3,1,1,4,4,3,3,4,2,3,3,4,4,3,1,4,4,1,1,3,4,2,4,4,2,1,3,4,4,3,3,2,3,3,3,4,4,3,3,4,3,4,4,4,3,1,1,1,1,3,1,4,3,3,3,2,4,1,1,4,4,1,1,1,4,4,4,2,4,3,3,3,3,2,4,4,1,4,4,2,1,2,4,2,1,3,4,4,4,3,3,1,2,3,3,4,4,4,4,2,4,2,2,2,4,3,4,2,2,1,4,3,1,Zadlascica
Zadla ,12196,Female,2004,4,4,3,3,1,1,3,4,2,2,2,2,4,3,1,1,1,1,1,1,1,4,1,1,2,2,2,2,2,4,1,4,3,3,3,3,1,1,2,4,4,4,3,1,1,2,4,4,1,1,1,3,2,1,2,4,3,3,2,2,3,4,1,1,2,4,1,2,1,2,1,1,4,4,2,2,4,4,3,3,1,1,2,2,1,3,2,2,3,3,4,1,3,3,3,4,1,1,3,3,2,4,4,4,1,3,1,4,3,1,3,3,1,3,4,4,3,3,4,3,3,4,4,3,1,1,1,1,3,3,4,4,3,3,2,4,1,1,4,4,1,1,4,4,2,4,2,4,3,3,3,3,2,4,4,4,4,2,2,1,2,4,1,1,3,3,4,3,3,3,2,2,3,3,4,4,4,4,2,2,2,2,2,4,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12836,Female,2006,4,4,1,3,1,2,3,4,2,2,2,4,4,4,1,1,3,3,4,1,1,4,1,1,2,4,2,2,2,4,1,1,4,4,3,3,1,1,4,4,4,4,3,1,1,1,4,4,1,1,1,1,2,1,2,4,1,3,2,2,3,3,3,3,2,4,2,2,1,2,1,3,4,4,2,1,1,4,3,3,1,1,4,2,3,3,2,2,3,1,4,1,3,1,4,4,1,1,3,3,2,4,4,2,1,1,1,4,3,1,3,3,3,3,4,4,3,3,3,3,3,4,3,3,1,1,1,1,3,3,4,4,4,3,2,4,1,1,4,4,1,1,1,1,4,4,2,2,3,3,3,1,2,4,4,4,4,2,2,2,2,2,1,1,3,3,3,3,1,3,2,2,3,4,4,4,4,4,2,2,2,4,2,2,3,4,2,2,1,4,3,1,Zadlascica
Zadla ,12841,Female,2006,4,4,1,3,1,2,3,3,2,4,2,4,4,3,2,1,1,1,4,4,1,4,1,1,2,2,1,2,2,2,1,4,4,3,4,4,1,1,2,4,2,4,3,1,1,1,4,4,1,3,3,3,2,2,2,4,3,3,2,3,4,4,1,1,2,4,1,2,1,1,1,3,4,4,1,1,1,4,4,3,1,1,4,4,1,1,4,2,3,3,4,1,3,1,3,4,2,1,3,4,4,4,4,2,1,3,1,4,1,1,3,3,1,1,4,1,3,1,4,3,3,4,3,3,1,3,4,1,3,3,4,3,4,3,2,4,2,1,4,4,1,2,1,4,2,4,2,2,3,3,3,3,2,4,4,1,4,4,2,1,4,4,2,1,3,4,4,3,1,3,2,2,3,3,1,1,4,4,2,2,2,4,2,4,3,3,2,3,1,4,3,1,Zadlascica
Zadla ,12848,Male,2005,4,4,3,3,1,2,3,4,2,2,2,2,4,4,2,1,1,1,1,1,1,4,1,1,2,4,2,2,2,2,1,4,4,3,3,3,1,1,2,4,2,4,3,1,1,2,4,4,1,3,1,3,2,1,2,4,1,3,2,2,4,4,1,1,2,4,1,2,1,2,3,3,4,4,2,2,1,4,3,3,1,1,2,2,1,3,4,2,1,1,4,1,3,3,3,4,1,1,3,4,2,4,4,4,1,3,1,4,1,1,3,3,1,3,4,4,3,3,4,3,3,4,4,3,1,1,1,1,3,1,4,4,3,3,2,4,1,1,4,4,1,1,4,4,2,4,2,2,3,3,3,1,4,4,4,4,4,4,2,1,2,4,1,1,3,3,4,3,1,3,2,2,3,4,4,4,2,4,2,2,2,2,2,4,3,3,2,2,1,1,1,1,Zadlascica
Zadla ,12850,Female,2006,4,4,3,3,2,2,3,3,2,2,2,2,4,3,1,1,1,1,4,1,1,4,1,1,2,4,2,2,2,2,1,1,3,3,3,3,2,2,2,4,2,4,1,1,1,1,4,4,1,1,1,3,2,2,2,2,1,3,2,2,4,4,3,3,2,2,1,2,1,1,3,3,4,4,2,2,1,1,3,3,1,2,4,2,1,3,4,2,1,1,4,4,3,3,3,4,1,1,3,3,2,4,4,2,1,1,4,4,1,1,3,3,1,3,4,1,3,3,3,3,4,4,3,3,1,3,1,1,3,3,4,4,3,3,4,4,1,1,4,4,1,1,1,4,4,4,2,2,3,2,3,3,2,2,4,4,4,2,2,1,2,4,1,1,3,3,4,3,3,3,2,2,3,4,4,4,4,4,2,2,2,2,2,4,3,3,2,2,1,4,3,3,Zadlascica
Zadla ,12852,Female,2001,4,4,3,3,1,1,3,3,2,2,2,4,3,3,1,1,1,3,1,1,1,1,3,1,4,4,1,2,2,2,1,4,3,3,3,4,2,1,4,4,2,4,3,3,1,2,4,4,1,3,1,1,2,2,2,2,3,3,2,3,3,4,1,1,2,4,1,2,1,1,1,1,4,4,2,2,1,4,3,3,1,1,4,4,3,3,4,2,3,1,4,1,3,3,3,4,1,1,3,3,4,4,4,4,1,1,1,4,3,1,2,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,1,1,3,3,4,4,4,3,2,4,1,1,4,4,1,1,1,4,4,4,2,2,3,3,3,3,2,2,4,1,4,4,2,2,2,2,1,1,3,4,3,3,1,1,1,2,3,3,4,1,2,4,2,4,2,2,4,4,3,4,2,2,1,1,3,1,Zadlascica
Zadla ,12854,Female,2004,2,4,3,3,1,2,3,3,2,2,2,2,4,4,1,1,1,1,4,1,1,4,3,1,2,4,2,2,2,2,1,1,4,3,4,4,2,1,2,4,4,4,3,1,1,1,4,4,1,1,1,3,2,2,2,2,3,3,2,2,3,4,3,1,2,4,2,2,1,1,1,1,4,4,2,2,4,4,4,4,1,2,4,4,1,3,4,2,3,3,4,4,3,3,4,4,2,2,3,4,2,4,4,4,1,3,4,4,1,1,3,3,1,3,4,4,1,1,4,3,4,4,3,3,1,1,4,4,3,3,4,3,3,3,2,4,1,1,4,4,1,1,1,4,4,4,2,4,3,3,3,3,2,4,4,4,4,4,2,1,2,2,1,1,3,3,3,3,1,3,1,2,3,3,4,4,2,4,2,4,2,2,2,2,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12855,Male,2006,2,4,1,1,1,1,3,4,2,2,2,2,4,3,1,1,1,3,1,1,4,4,3,3,2,4,2,2,2,2,1,1,3,3,3,4,2,1,2,4,2,4,1,1,1,2,4,4,1,1,1,1,2,2,2,4,1,1,2,2,3,4,1,1,4,4,2,2,1,1,1,3,4,4,2,1,1,1,3,3,1,1,4,4,1,3,4,4,3,3,1,1,3,1,4,4,1,1,3,4,2,4,4,2,1,3,1,1,1,1,3,3,1,3,4,1,3,3,3,3,3,4,3,3,1,1,1,1,3,1,4,4,4,3,2,2,1,1,4,4,1,1,1,1,2,4,2,4,3,2,3,3,2,2,4,4,4,4,1,1,2,4,1,1,3,3,4,3,3,3,1,1,3,3,4,4,2,2,4,4,2,4,2,4,3,4,2,2,1,4,3,1,Zadlascica
Zadla ,12857,Female,2006,4,4,3,3,1,2,4,4,2,4,2,4,4,3,1,1,3,3,4,1,1,1,3,1,2,2,2,2,2,2,4,4,4,3,4,4,1,1,4,4,2,2,3,3,1,2,4,4,1,3,1,1,2,2,2,4,3,3,3,3,3,4,3,1,2,4,1,2,1,1,1,1,4,4,1,1,1,4,4,3,1,1,4,2,3,3,2,2,1,1,4,1,3,1,3,4,2,1,3,4,4,4,4,2,1,3,1,4,3,1,2,3,3,3,4,1,3,1,4,3,3,3,3,3,1,3,4,1,3,3,4,4,3,3,2,4,2,1,4,4,1,2,1,4,2,4,2,2,3,3,3,3,2,2,4,1,4,2,2,2,2,4,1,1,3,4,4,4,1,3,1,2,3,3,4,1,2,4,2,4,2,4,2,4,3,3,2,3,1,4,3,1,Zadlascica
Zadla ,12858,Female,2006,2,4,3,3,1,1,3,4,2,4,2,4,3,3,2,1,1,1,4,1,1,1,3,3,2,4,1,2,2,4,1,1,4,3,4,4,1,1,2,4,2,4,1,1,2,2,4,4,1,1,1,1,2,2,2,4,3,3,2,2,4,4,3,1,2,4,2,2,1,1,1,1,4,4,2,2,1,4,4,4,1,1,4,2,3,3,4,2,3,3,4,1,3,1,4,4,2,2,3,4,2,2,4,4,1,3,1,4,3,1,3,3,3,3,4,1,1,1,3,3,3,4,4,4,1,1,4,4,3,3,4,4,3,3,2,4,2,1,4,4,1,2,1,4,2,4,2,2,3,2,3,3,2,4,4,1,4,2,1,1,2,2,2,1,3,4,3,3,3,3,1,1,3,3,4,4,2,4,4,4,2,2,2,4,3,3,2,2,1,1,1,1,Zadlascica
Zadla ,12859,Male,2006,2,4,1,3,1,1,3,4,4,4,2,2,4,3,1,1,1,1,1,1,1,4,3,1,2,4,0,0,2,2,1,1,3,3,3,4,2,1,4,4,2,2,3,1,2,2,4,4,1,1,1,1,2,2,4,4,1,3,2,2,4,4,3,3,2,4,1,2,1,2,3,3,4,4,2,1,1,4,3,3,1,1,4,4,3,3,4,2,3,1,1,1,3,3,3,4,1,1,3,3,4,4,4,4,1,3,1,1,3,1,3,3,3,3,4,4,3,3,3,3,3,3,4,3,1,3,1,1,3,1,4,4,4,3,2,4,1,1,4,4,1,1,1,4,2,2,2,2,3,3,3,1,2,2,1,1,4,2,2,1,2,2,1,1,3,3,4,3,1,3,1,2,3,4,4,4,4,4,2,4,2,4,2,2,3,3,2,2,1,1,1,1,Zadlascica
Zadla ,12860,Female,2006,2,4,1,1,1,2,3,3,2,2,2,2,4,4,2,2,1,1,4,1,1,1,3,3,2,2,2,2,2,2,1,4,3,3,4,4,1,1,4,4,4,4,3,1,1,2,4,3,1,1,1,3,2,2,2,4,1,3,2,2,4,4,3,1,2,4,1,2,1,1,3,3,4,4,2,1,1,1,3,3,1,1,4,2,1,3,4,4,3,1,4,1,3,1,3,4,1,1,3,3,2,2,4,4,1,1,1,4,3,1,3,3,1,3,1,1,3,3,4,3,4,4,3,3,1,1,1,1,3,3,4,4,4,3,2,4,1,1,4,4,1,1,1,1,2,4,2,4,3,2,3,3,2,4,4,4,4,4,2,1,4,4,1,1,3,3,3,3,3,3,1,1,3,3,4,4,2,2,4,4,4,4,2,2,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12861,Male,2006,4,4,3,3,1,1,3,3,2,2,2,2,4,3,1,1,1,1,1,1,1,4,3,1,2,4,2,2,2,2,1,4,3,3,3,4,1,1,2,4,2,4,3,3,1,1,4,4,1,3,1,1,2,1,2,4,3,3,2,2,3,4,1,1,2,4,1,2,1,1,1,1,4,4,1,1,4,4,4,3,1,1,4,2,3,3,2,2,3,1,4,4,3,3,3,4,2,1,3,4,4,4,4,4,1,1,4,4,1,1,3,3,3,3,4,4,3,1,3,3,3,3,3,3,1,1,4,1,3,1,4,4,3,3,4,4,1,1,4,4,1,1,4,4,2,4,2,2,3,2,3,1,2,4,4,4,4,2,2,2,2,4,2,1,3,3,3,3,1,3,1,2,3,3,4,1,2,2,2,4,2,2,4,4,3,3,2,2,1,1,3,1,Zadlascica
Zadla ,12862,Female,2005,4,4,1,1,1,1,3,4,2,4,2,2,4,4,2,2,1,3,1,1,4,4,3,3,2,2,2,2,2,4,1,4,3,3,3,4,2,1,4,4,2,4,3,1,1,2,4,4,1,1,1,1,2,2,2,4,1,1,2,2,4,4,1,1,4,4,1,2,1,1,3,3,4,4,2,1,1,4,3,3,1,1,4,4,3,3,4,4,3,1,4,1,3,3,3,4,1,1,3,4,2,4,4,2,3,3,1,4,3,1,2,3,3,3,1,1,3,3,3,3,3,4,3,3,1,1,1,1,3,3,4,4,4,3,2,4,1,1,4,4,1,1,1,1,2,4,2,4,3,3,3,3,2,2,4,1,4,4,2,1,2,4,1,1,3,3,4,4,3,3,1,1,3,3,4,4,2,2,4,4,2,4,2,2,3,4,2,2,1,4,3,3,Zadlascica
Zadla ,12864,Female,2000,2,4,3,3,1,2,3,3,2,4,2,2,0,0,2,2,3,3,1,1,1,4,1,1,4,4,2,2,2,4,1,1,3,3,4,4,1,1,4,4,4,4,3,1,2,2,4,4,1,1,1,1,2,1,2,4,1,3,2,2,3,4,1,1,2,4,2,2,1,2,3,3,3,4,2,1,4,4,4,3,1,1,4,4,3,3,4,4,3,1,4,1,3,3,4,4,2,1,3,4,4,4,4,4,1,1,1,4,1,1,2,3,3,3,4,1,3,1,3,3,3,4,4,3,3,3,4,1,3,3,4,3,3,3,2,4,2,1,4,4,1,2,1,4,2,4,2,2,3,3,1,1,2,2,4,1,4,4,2,1,2,2,2,1,3,3,4,3,3,3,2,2,3,4,4,4,2,4,2,2,2,2,2,2,3,3,2,2,1,1,3,3,Zadlascica
Zadla ,12866,Male,2006,4,4,3,3,1,1,3,4,2,2,2,2,4,3,2,1,1,1,4,4,1,1,3,1,2,4,2,2,2,4,1,1,4,3,3,4,2,1,2,4,2,2,3,1,1,2,4,4,1,1,1,3,2,1,4,4,1,3,2,2,3,3,3,1,4,4,1,2,1,2,1,3,4,4,1,1,1,4,4,3,1,1,4,2,1,3,2,2,1,1,4,1,3,3,4,4,2,1,4,4,4,4,4,4,3,3,1,4,1,1,3,3,1,3,4,1,3,1,3,3,3,4,4,3,1,3,4,1,3,1,4,4,3,3,4,4,1,1,4,4,1,1,4,4,2,2,2,2,3,3,1,1,2,4,4,4,4,4,2,1,2,2,2,1,3,3,3,3,1,3,1,2,3,3,4,4,4,4,2,4,2,4,4,4,3,4,2,3,1,1,1,1,Zadlascica
Zadla ,12868,Female,2006,4,4,3,3,1,1,3,3,2,2,2,4,4,3,1,1,1,1,1,1,1,1,3,3,2,4,1,2,2,2,1,4,3,3,4,4,2,1,4,4,2,4,3,3,1,1,4,4,1,3,1,3,2,2,2,2,3,3,2,3,4,4,1,1,2,4,1,2,1,1,1,1,4,4,2,2,4,4,4,3,1,1,4,2,1,3,2,2,3,3,4,1,3,3,3,4,2,1,3,3,2,4,4,4,1,1,1,4,1,1,3,3,1,3,4,4,3,1,3,3,3,3,3,3,1,3,4,1,3,3,4,4,3,3,2,4,1,1,4,4,1,1,1,4,4,4,2,2,3,3,3,3,2,4,4,1,4,4,2,2,2,2,1,1,3,3,3,3,1,3,1,1,3,3,4,1,2,4,4,4,2,2,2,4,3,3,2,3,1,1,3,1,Zadlascica
Zadla ,12869,Female,2006,2,4,1,3,1,2,3,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,3,1,2,4,2,2,2,2,1,1,3,3,4,4,2,2,4,4,4,4,3,1,1,2,4,4,1,1,1,1,2,2,2,4,3,3,2,2,3,4,3,1,4,4,1,2,1,2,1,3,4,4,2,1,1,4,4,3,1,1,4,4,1,3,4,2,3,1,4,1,3,3,4,4,2,1,3,4,2,4,4,4,1,3,1,4,1,1,3,3,1,3,4,4,3,1,4,3,3,4,4,3,1,1,4,1,3,3,4,4,3,3,4,4,1,1,4,4,1,1,1,1,2,4,2,2,3,3,3,1,2,4,4,4,4,4,2,1,2,4,1,1,3,4,3,3,3,3,1,2,3,4,4,4,2,4,2,4,2,4,2,4,3,3,2,3,1,1,3,3,Zadlascica
